Company Name,Location,Phone,Website,Employees,Revenue,Industry,SIC Code,NAICS Code,Specialties,Page URL
Aero Services Credit Union,,,http://www.aeroservicescu.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/aeroservicescu-com
Aerospace Federal Credit Union,,,http://www.aerofcu.org,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/aerospace-federal-credit-union
Avery Insurance,,,http://www.averyinsurance.net,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/aery-insurance-services
Auction & Event Solutions Colorado,,,http://www.aesauctions.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/aes-corporate-holdings-1
AES International,,"[{'score': 'high', 'number': '+971 4 559 4900', 'type': 'company_line'}]",http://www.aesinternational.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/aes-international---international-financial-services-1
Aether Investment Partners,,"[{'score': 'high', 'number': '+1 720-961-4190', 'type': 'company_line'}]",http://www.aetherip.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/aether-investment-partners-llc
Aetherian Group,,,http://www.abbadvisors.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/aetherian-group
Aetna Better Health of Illinois,,"[{'score': 'high', 'number': '+1 866-742-3120', 'type': 'company_line'}]",http://www.aetnabetterhealth.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/aetna-better-health-inc---illinois-
Aetna Insurance Brokers,,"[{'score': 'high', 'number': '+65 9853 6281', 'type': 'company_line'}]",http://www.aetnabrokers.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/aetnabrokers-com
Aetos Alternatives Management,,,http://www.aetos.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/aetos
Aetos Capital,,"[{'number': '+1 646-887-2503', 'score': 'high', 'type': 'company_line'}]",http://www.aetoscapital.com,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/aetos-capital
American Estate & Trust,,,http://www.aetrust.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/aetrust
American Eagle Underwriting Managers,,,http://www.aeums.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/aeums
AF Group,,,http://www.afgroup.com,,$250 - 500M,Financial Services,,,,https://www.adapt.io/company/af---group-1
Association of Financial Advisers,,"[{'score': 'medium', 'number': '+1 1800656009', 'type': 'company_line'}]",http://www.afa.asn.au,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/afa-asn-au-1
AFA Insurance,,,http://www.afainsurance.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/afa-insurance
AFA Claim Services,,,http://www.afaclaims.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/afaclaims-com
African Fertilizer and Agribusiness Partnership,,,http://www.afap-partnership.org,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/afap-partnership
AFAP SURA,,,http://www.afapsura.com.uy,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/afap-sura
afb - all you can be,,"[{'score': 'high', 'number': '+233 30 220 8342', 'type': 'company_line'}]",http://www.afb.com.gh,,$100 - 250M,Financial Services,,,,https://www.adapt.io/company/afb-ghana
AFBA,,,http://www.afba.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/afba
AFBBANK,,"[{'score': 'high', 'number': '+994 12 565 03 61', 'type': 'company_line'}]",http://www.afb.az,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/afbbank
AFBIS Inc.,,,http://www.farmbureausellscropinsurance.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/afbis-inc-
AFC Industries,,"[{'score': 'high', 'number': '+1 718-747-0237', 'type': 'company_line'}]",http://www.afcindustries.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/afc-industries-inc-1
AFC Home Club,,"[{'number': '+1 866-242-0629', 'score': 'high', 'type': 'company_line'}]",http://www.afchomeclub.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/afchomeclub-com
AFC Mortgage Group,,"[{'score': 'high', 'number': '+1 203-452-9899', 'type': 'company_line'}]",http://www.afcmortgagegroup.net,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/afcmortgagegroup-1
AFCO Credit Corporation,,"[{'score': 'high', 'number': '+1 845-338-9800', 'type': 'company_line'}]",http://www.afco.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/afco-credit-corporation
AFCS,,,http://www.afcsoptions.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/afcs
AFD Group,,,http://www.afdgroup.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/afd-group
Association of Financial Educators,,"[{'score': 'high', 'number': '+1 866-899-6014', 'type': 'company_line'}]",http://www.afe-usa.org,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/afe--association-of-financial-educators--1
N2N-AFE (Hong Kong) Limited,,"[{'score': 'high', 'number': '+852 2329 2188', 'type': 'company_line'}]",http://www.afe-solutions.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/afe-solutions
Afena FCU,,,http://www.afenafcu.org,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/afena-federal-credit-union-1
AFEX,,"[{'number': '+1 888-634-4681', 'score': 'high', 'type': 'company_line'}]",http://www.afex.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/afex
AFFCU,,"[{'score': 'high', 'number': '+1 210-673-5610', 'type': 'company_line'}]",http://www.goaffcu.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/affcu-1
Affiance Financial,,,http://www.affiancefinancial.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/affiance-financial
Affiliated Advisors,,,http://www.affiliatedadvisors.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/affiliated-advisors
Affiliated Insurance Agency,,,http://www.aaiinsurance.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/affiliated-agency-inc
Affiliated Bank,,,http://www.affiliatedbank.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/affiliated-bank-1
ACI Services,,,http://www.affiliatedcreditors.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/affiliated-creditors-inc
Affiliated Financial Group,,,http://www.afg-co.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/affiliated-financial-group-2
AFM Insurance,,"[{'score': 'high', 'number': '+1 847-430-7000', 'type': 'company_line'}]",http://www.affiliatedfm.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/affiliated-fm-insurance-co--1
Affiliated Insurance Managers,,"[{'score': 'high', 'number': '+1 401-352-3000', 'type': 'company_line'}]",http://www.aiminsco.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/affiliated-ins--mgrs-
Affiliated Managers Group,,"[{'number': '+1 617-747-3300', 'score': 'high', 'type': 'company_line'}]",http://www.amg.com,,> $1B,Financial Services,,,,https://www.adapt.io/company/affiliated-managers-group-inc
affiliatedassoc.com,,,http://www.affiliatedassoc.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/affiliatedassoc-com
Affiliates Management,,,http://www.affiliatesmgt.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/affiliates-management-company-1
Affin Bank Group,,"[{'score': 'high', 'number': '+60 3-8230 2222', 'type': 'company_line'}]",http://www.affinonline.com,,,Financial Services,,,,https://www.adapt.io/company/affin-bank-berhad-1
AffiniPay,,,http://www.affinipay.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/affinipay
Affinity Corretora,,,http://www.affinitysaude.com.br,,,Financial Services,,,,https://www.adapt.io/company/affinity--7
Affinity Bancshares,,"[{'score': 'high', 'number': '+1 866-736-8194', 'type': 'company_line'}]",http://www.myaffinitybank.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/affinity-bank---atlanta-1
Affinity Capital Exchange Inc.,,,http://www.afcx.co,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/affinity-capital-exchange-inc-
Affinity Credit Union,,"[{'score': 'high', 'number': '+1 800-343-1028', 'type': 'company_line'}]",http://www.affinitycuia.org,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/affinity-credit-union--ia-1
Affinity Federal Credit Union,,"[{'number': '+1 800-325-0808', 'score': 'high', 'type': 'company_line'}]",http://www.affinityfcu.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/affinity-federal-credit-union
Affinity Financial Group,,,http://www.affinityfg.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/affinity-financial-group
Affinity Fund Services LLC,,"[{'score': 'high', 'number': '+1 415-946-4008', 'type': 'company_line'}]",http://www.affinitycpa.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/affinity-fund-services-llc
Affinity Ghana,,"[{'score': 'high', 'number': '+233 30 277 3766', 'type': 'company_line'}]",http://www.affinityghana.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/affinity-ghana
Affinity Global Services Private Limited,,"[{'score': 'high', 'number': '+91 33 4004 7183', 'type': 'company_line'}]",http://www.affinityglobal.in,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/affinity-global-services
Affinity Group Underwriters,,"[{'score': 'high', 'number': '+1 804-273-9797', 'type': 'company_line'}]",http://www.agu.net,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/affinity-group-underwriters
Affinity Home Lending LLC,,"[{'score': 'high', 'number': '+1 404-418-7547', 'type': 'company_line'}]",http://www.affinityhomelending.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/affinity-home-lending-llc
Affinity Insurance Agency,,"[{'score': 'high', 'number': '+1 304-915-0560', 'type': 'company_line'}]",http://www.affinityinsurancetampa.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/affinity-insurance-agency
Affinity Insurance Brokers,,"[{'score': 'high', 'number': '+61 3 8587 7777', 'type': 'company_line'}]",http://www.affinityib.com.au,,,Financial Services,,,,https://www.adapt.io/company/affinity-insurance-brokers-
"Affinity Insurance Services, Inc.",,"[{'score': 'high', 'number': '+1 866-225-8464', 'type': 'company_line'}]",http://www.ezinssolutions.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/affinity-insurance-services--inc--2
Affinity Investment,,,http://www.affinityinvestment.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/affinity-investment-advisors--llc
Affinity Marketing International,,"[{'score': 'high', 'number': '+1 809-274-0000', 'type': 'company_line'}]",http://www.affinity.do,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/affinity-marketing-2
Affinity Mortgage,,,http://www.affinityhomeloan.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/affinity-mortgage--llc
Affinity Plus Federal Credit Union,,"[{'number': '+1 800-322-7228', 'score': 'high', 'type': 'company_line'}]",http://www.affinityplus.org,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/affinity-plus-fcu
Affinity Service Group,,"[{'score': 'high', 'number': '+1 800-233-2436', 'type': 'company_line'}]",http://www.affinityservicegroup.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/affinity-services
Affinity Ventures,,"[{'score': 'high', 'number': '+1 505-881-5352', 'type': 'company_line'}]",http://www.affinityventures.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/affinity-ventures
Affinity Wealth Management,,"[{'number': '+1 800-825-8399', 'score': 'high', 'type': 'company_line'}]",http://www.affinitywealth.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/affinity-wealth-management-llc
Affinity Accountants,,"[{'score': 'medium', 'number': '+1 396860400', 'type': 'company_line'}]",http://www.affinityaccountants.com.au,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/affinityaccountants-com-au-1
Affinity Partners,,,http://www.affinityequity.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/affinityequity
Affinity Insurance Services Pty,,,http://www.affinityinsurance.net.au,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/affinityinsurance-net-au
Affinity Health Plan,,,http://www.affinityplan.com,,$250 - 500M,Financial Services,,,,https://www.adapt.io/company/affinityplan
Affirm Holdings,,"[{'score': 'high', 'number': '+1 512-827-7344', 'type': 'company_line'}]",http://www.affirm.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/affirm--inc--1
Affirmative Insurance,,"[{'score': 'high', 'number': '+1 972-728-6300', 'type': 'company_line'}]",http://www.affirmativeholdings.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/affirmative-insurance
Affirmative Risk Management,,,http://www.ipgclaims.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/affirmative-risk-management
AffirmX,,,http://www.affirmx.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/affirmx
Affiliated Mortgage Company,,,http://www.affiliatedmortgage.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/affliated-mortgage-protection
Affluence Group,,"[{'score': 'high', 'number': '+61 7 3191 9775', 'type': 'company_line'}]",http://www.affluencegroup.com.au,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/affluence-group-
Affordable Bookeeping,,,http://www.affordablebookkeepingandpayroll.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/affordable-bookeeping-1
Affordable Equity Partners,,,http://www.aepartners.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/affordable-equity-partners--inc-
Affordable Financial Services Ltd.,,"[{'score': 'high', 'number': '+1 888-500-0282', 'type': 'company_line'}]",http://www.afsavings.com,,,Financial Services,,,,https://www.adapt.io/company/affordable-financial-services-ltd-
Affordable Health Insurance Agency,,,http://www.ahiabenefits.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/affordable-health-insurance-agency--llc
AHI | Affordable Housing Institute,,"[{'score': 'high', 'number': '+1 617-423-3114', 'type': 'company_line'}]",http://www.affordablehousinginstitute.org,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/affordable-housing-institute
Affordable Insurance,,,http://www.myaffordable.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/affordable-insurance-2
Affordable Insurance,,,http://www.affordableinsurancetn.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/affordable-insurance-6
Affordable Insurance Group,,,http://www.affordableinsgrp.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/affordable-insurance-group
"Affordable Insurance Solutions, LLC",,,http://www.my-ais.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/affordable-insurance-solutions--llc-1
MedicareSolutions,,"[{'score': 'high', 'number': '+1 770-945-5261', 'type': 'company_line'}]",http://www.affordablemedicaresolutions.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/affordable-medicare-solutions--llc
Affordable Tax and Accounting Service,,"[{'score': 'high', 'number': '+1 508-281-4650', 'type': 'company_line'}]",http://www.taxplanningtoday.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/affordable-tax-and-accounting-service
Affordable Car Loans,,"[{'score': 'high', 'number': '+61 1300 782 226', 'type': 'company_line'}]",http://www.affordablecarloans.com.au,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/affordablecarloans-com-au
Affordable Insurance Of Texas,,"[{'score': 'high', 'number': '+1 361-854-0207', 'type': 'company_line'}]",http://www.affordableinsoftexas.com,,,Financial Services,,,,https://www.adapt.io/company/affordableinsoftexas-com
AffordaCare Insurance,,,http://www.affordacareinsurance.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/affordacare-insurance
Affordify,,,http://www.affordifysolutions.com,,,Financial Services,,,,https://www.adapt.io/company/affordify-inc
affordmotors.com,,"[{'score': 'high', 'number': '+91 761 400 7000', 'type': 'company_line'}]",http://www.affordmotors.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/affordmotors-com
AffordPlan,,"[{'score': 'high', 'number': '+91 92500 50501', 'type': 'company_line'}]",http://www.affordplan.com,,$100 - 250M,Financial Services,,,,https://www.adapt.io/company/affordplan-com-1
AFFQ,,,http://www.affq.org,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/affq-1
Afghan United Bank,,"[{'score': 'high', 'number': '+93 79 023 2425', 'type': 'company_line'}]",http://www.afghanunitedbank.com,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/afghan-united-bank-
AFGI,,,http://www.afgiglobal.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/afgi
AFG Venture Group,,"[{'score': 'high', 'number': '+61 2 9258 7800', 'type': 'company_line'}]",http://www.afgventuregroup.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/afgventuregroup-com
afh.com.lb,,"[{'score': 'high', 'number': '+961 1 708 100', 'type': 'company_line'}]",http://www.afh.com.lb,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/afh-com-lb
AzFinance Investment,,"[{'score': 'high', 'number': '+994 12 310 33 30', 'type': 'company_line'}]",http://www.afi.az,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/afi-17
AFI Mortgage,,,http://www.absolutelowestrate.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/afi-mortgage
Afiancol Colombia,,"[{'score': 'high', 'number': '+57 1 4954780', 'type': 'company_line'}]",http://www.afiancolcolombia.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/afiancol-colombia-s-a
afiicorp,,,http://www.afiicorp.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/afiicorp
Afirm,,,http://www.afirmsolutions.com,,$100 - 250M,Financial Services,,,,https://www.adapt.io/company/afirm-2
Afixcode,,,http://www.afixcode.com.br,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/afixcode-patrimnio-e-avaliaes-ltda
AFL-CIO Housing Investment Trust,,,http://www.aflcio-hit.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/afl-cio-housing-investment-trust-1
Aflac - NYC & Long Island Market,,,http://www.aflacnycareers.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/aflac---nyc---long-island-market
Aflac,,"[{'score': 'high', 'number': '+1 855-782-5850', 'type': 'company_line'}]",http://www.aflac.com,,> $1B,Financial Services,,,,https://www.adapt.io/company/aflac-incorporated-1
Aflife Financial,,,http://www.aflife.co.zm,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/aflife-co-zm
aflindia,,"[{'score': 'medium', 'number': '+1 1143020300', 'type': 'company_line'}]",http://www.aflindia.net,,,Financial Services,,,,https://www.adapt.io/company/aflindia
Aflore,,"[{'score': 'high', 'number': '+57 1 3003227', 'type': 'company_line'}]",http://www.aflore.co,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/aflore-co
Afluenta,,"[{'score': 'high', 'number': '+54 11 5219-6655', 'type': 'company_line'}]",http://www.afluenta.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/afluenta
AFM-EPF - AMERICAN FEDERATION OF MUSICIANS' AND EMPLOYERS' PENSION FUND,,,http://www.afm-epf.org,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/afm-epf---american-federation-of-musicians--and-employers--pension-fund
anamitra,,,http://www.afore.vc,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/afore-capital-1
Afore Coppel,,,http://www.aforecoppel.com,,$250 - 500M,Financial Services,,,,https://www.adapt.io/company/afore-coppel
Afortus Financial,,,http://www.afortus.com,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/afortus-financial-1
Fellesordningen for AFP,,,http://www.afp.no,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/afp-8
AFP Atlántida,,"[{'score': 'high', 'number': '+1 504-239-9223', 'type': 'company_line'}]",http://www.afpatlantida.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/afp-atlantida
AFP Cuprum,,,http://www.www6.cuprum.cl,,> $1B,Financial Services,,,,https://www.adapt.io/company/afp-cuprum
AFP Habitat Perú,,,http://www.afphabitat.com.pe,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/afp-habitat-
AFP Maryland Chapter,,"[{'score': 'high', 'number': '+1 703-684-0410', 'type': 'company_line'}]",http://www.afpglobal.org,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/afp-maryland-chapter-2
AFP Modelo,,,http://www.afpmodelo.cl,,$250 - 500M,Financial Services,,,,https://www.adapt.io/company/afp-modelo
AFP PlanVital,,"[{'score': 'high', 'number': '+56 600 500 0800', 'type': 'company_line'}]",http://www.planvital.cl,,$500M - 1B,Financial Services,,,,https://www.adapt.io/company/afp-planvital
Provida AFP,,"[{'score': 'high', 'number': '+56 2 2720 6820', 'type': 'company_line'}]",http://www.provida.cl,,> $1B,Financial Services,,,,https://www.adapt.io/company/afp-provida-prime
AFPG - Australian Financial Planning Group,,"[{'score': 'extraMedium', 'number': '1300727536', 'type': 'company_line'}]",http://www.afpg.com.au,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/afpg-com-au
AFP Headquarters,,"[{'score': 'high', 'number': '+1 703-684-0410', 'type': 'company_line'}]",http://www.afpglobal.org,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/afpglobal-1
AFP HABITAT,,,http://www.afphabitat.cl,,$500M - 1B,Financial Services,,,,https://www.adapt.io/company/afphabitat-1
AFPMBAI,,"[{'score': 'medium', 'number': '+1 927-834-9813', 'type': 'company_line'}]",http://www.afpmbai.com.ph,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/afpmbai-
afpscpa,,,http://www.afpscpa.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/afpscpa
"Armed Forces and Police Savings & Loan Association, Inc. (AFPSLAI)",,,http://www.afpslai.com.ph,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/afpslai
AFR Mortgage,,"[{'score': 'high', 'number': '+1 866-470-6995', 'type': 'company_line'}]",http://www.elend.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/afr-mortgage
AFR Wholesale,,"[{'score': 'high', 'number': '+1 866-372-6596', 'type': 'company_line'}]",http://www.afrwholesale.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/afr-wholesale-1
A-Frame,,,http://www.aframe.ventures,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/aframe-5
African Export-Import Bank (Afreximbank),,,http://www.afreximbank.com:443,,$250 - 500M,Financial Services,,,,https://www.adapt.io/company/afreximbank-1
Africa 2.0,,"[{'score': 'high', 'number': '+27 10 035 2325', 'type': 'company_line'}]",http://www.africa2point0.org,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/africa-2-0
AECF,,"[{'score': 'high', 'number': '+254 703 033394', 'type': 'company_line'}]",http://www.aecfafrica.org,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/africa-enterprise-challenge-fund
Africa Exchange Holdings,,"[{'score': 'high', 'number': '+1 202-604-4964', 'type': 'company_line'}]",http://www.africaexchange.com,,$100 - 250M,Financial Services,,,,https://www.adapt.io/company/africa-exchange-holdings-1
Africa investor,,"[{'score': 'high', 'number': '+27 11 783 2431', 'type': 'company_line'}]",http://www.africainvestor.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/africa-investor
African Bank,,"[{'score': 'high', 'number': '+27 86 111 1011', 'type': 'company_line'}]",http://www.africanbank.co.za,,$250 - 500M,Financial Services,,,,https://www.adapt.io/company/african-bank
African Minerals Exploration & Development,,"[{'score': 'high', 'number': '+1 760-779-0564', 'type': 'company_line'}]",http://www.amedfunds.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/african-minerals-exploration---development
ARB ASSURANCES,,"[{'score': 'high', 'number': '+212 5222-32981', 'type': 'company_line'}]",http://www.arb-assurance.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/african-reinsurance-brokers
African Trade Insurance Agency,,"[{'score': 'medium', 'number': '+254 7222050067', 'type': 'company_line'}]",http://www.ati-aca.org,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/african-trade-insurance-agency
Africaninvestments,,"[{'score': 'high', 'number': '+27 12 991 0521', 'type': 'company_line'}]",http://www.africaninvestments.co.za,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/africaninvestments-co-za
Afrifocus Securities,,,http://www.afrifocus.co.za,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/afrifocus-securities
Afriland First Group,,,http://www.afrilandfirstbank.com,,$500M - 1B,Financial Services,,,,https://www.adapt.io/company/afriland-first-bank
Afriland First Bank CD,,"[{'score': 'high', 'number': '+237 2 22 23 30 68', 'type': 'company_line'}]",http://www.afrilandfirstbankcd.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/afriland-first-bank-cd
Afriland First Bank,,"[{'score': 'high', 'number': '+41 32 710 18 18', 'type': 'company_line'}]",http://www.afrilandfirstgroup.com,,,Financial Services,,,,https://www.adapt.io/company/afriland-first-group
AFS & Associates Chartered Accountants,,"[{'score': 'high', 'number': '+61 3 5443 0344', 'type': 'company_line'}]",http://www.afsbendigo.com.au,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/afs---associates-chartered-accountants
AFS 401k Retirement,,,http://www.afs401k.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/afs-401-k--retirement-services--llc
AFS Acceptance,,"[{'score': 'high', 'number': '+1 954-475-6003', 'type': 'company_line'}]",http://www.crealusa.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/afs-acceptance
AFS Auditing,,"[{'score': 'high', 'number': '+971 4 269 0702', 'type': 'company_line'}]",http://www.afsauditing.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/afs-auditing
afs.com.au,,"[{'score': 'high', 'number': '+61 7 3387 1600', 'type': 'company_line'}]",http://www.afs.com.au,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/afs-com-au
AFS Financial Group,,"[{'score': 'high', 'number': '+1 301-951-2642', 'type': 'company_line'}]",http://www.afsfinancialgroup.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/afs-financial-group--llc
AFS/IBEX a division of Metabank®,,"[{'score': 'high', 'number': '+1 949-756-2600', 'type': 'company_line'}]",http://www.afsibex.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/afs-ibex-a-division-of-metabank-
afsbroking.co.za,,"[{'score': 'high', 'number': '+27 11 450 2134', 'type': 'company_line'}]",http://www.afsbroking.co.za,,,Financial Services,,,,https://www.adapt.io/company/afsbroking-co-za
afslaw,,,http://www.ww12.afslaw.com,,$500M - 1B,Financial Services,,,,https://www.adapt.io/company/afslaw
"AfterMath Claim Science, Inc.",,"[{'score': 'high', 'number': '+1 630-922-1900', 'type': 'company_line'}]",http://www.equian.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/aftermath-claim-science--inc-
Afterpay Touch Group,,"[{'score': 'medium', 'number': '+1 0422545290', 'type': 'company_line'}]",http://www.afterpaytouch.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/afterpaytouch-com
AFTRA-SAG Federal Credit Union,,,http://www.sagaftrafcu.org,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/aftra-sag-federal-credit-union
AFTRA Retirement Fund,,,http://www.aftraretirement.org,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/aftraretirement-org
ag,,"[{'score': 'high', 'number': '+1 800-711-4474', 'type': 'company_line'}]",http://www.americangreetings.com,,$500M - 1B,Financial Services,,,,https://www.adapt.io/company/ag-3
AG,,,http://www.ag-benefits.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/ag-88
AG Adjustments,,"[{'score': 'high', 'number': '+1 888-496-1600', 'type': 'company_line'}]",http://www.agaltd.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/ag-adjustments-1
Ag Business Solutions,,,http://www.agbusinesssolutions.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/ag-business-solutions-llc
